key,source,target
/47B36CF84360EA3A5407DF9E382C049D, *,
/97025881466850F1CC32328AB7371769, *,
/55E7321840CC9A845E65669F4696D2B9,!,
/850A163B47DC83F48CD825AFE82AB044,!DOB,
/91E77D2F401579CF1730359CFC01BC0E,!EDB: NENABĚHLA,
/AF091CB44433FF489A4FDFB9AF12347F,!SGC,
/117C6C734F0CE78C260584B6986E4CE7,%,
/3E6EB1BE4512A8B16987DE98B05F6AFF,*,
/CB15BBD94701770C3FA8AEB781D256E4,*,
/FC6E2A06429DA0AC82C88C80AFEFA37A,*,
/[8976C58B4673634697066DB1261CB938],*,
/B48E0A9E4FF196B30AE6EFAE8B23E0D2,* ,
/D67036D14A00FF8BADA5EC9732226F68,* ,
/1FE8FEDE470DF2D348A012B35AAFB4C4,**,
/3028F9D94DCEE403D678D8AC4F328283,**,
/803922314FD71E740A3D1B8E00DF7363,+5 km/h,
/D17FFCAC4E56EDAFDC570BA54CF62355,-100,
/694CA0604D1B2C82F8986E8E88E852F7,-5 km/h,
/8322787A4CA6710D9E3A5DAE0D9A0BDA,-50,
/27805DD34A632341161175B00F248C3F,0,
/3A8F74B2483AC03D5CA6DFB37BDB8C38,0,
/8955F0F1455508D2B3C65087B02E5587,0,
/92E0C244413436C401A435894C053EBC,0,
/9A9B9DD442C0F230D4327393B4863F98,0,
/C9C68D444F2C10E18AF1A9819128F795,0,
/EA7E43D243C9EBBA2971F88AA4D1AC28,0,
/21C6BC3D4BFBD8B8E4A95CAF06E57BE6,1,
/429F2B6C444CCCFAC54099AF7C42ECF7,1,
/4EDDC4CA4ACDE155F104D38B0C9DAECF,1,
/82A02DD24457E139567F018B4B3C4BF2,1,
/CFE6E780472277E6514593977E2720E3,1,
/E28EF5734CD3F178ECB4DD8693FC5369,1,
/EE3170A8482D184B85E483AA5EB13E8B,1,
/4C0F49E746155730DBB0DD806AAD9186,1 (Master),
/51F335E34F28B212F8D90FAF979F6833,1 (Master),
/B05A03B543A8E3FE27004C8C875B51F2,1 (Slave),
/E669423649473B6A119B0CB03DD49BC4,1 (Slave),
/E5CDC93440699A0DBA0B898D6F3C04A3,1. strojvedoucí,
/EFEC8F4A4537BB3914AE12AD940AE1EC,100,
/FF09C0F9405D362E9FC71F82E6E9721A,100,
/A193C4224F1813A4885447835A4940BF,110,
/AF0F063D4F7AB7E1B9FDA58529B80561,120,
/03C8FDA041393D9A458135A14E138EB6,130,
/83E443874E3A557EC451E39F316D942C,140,
/6C05DFAC47809B4232E61397B1F552B5,150,
/0CB111DE4F1C25B38D2741AAB280C2B3,160,
/03C5D1D847AC30CC2FDFAEB7D999F969,2,
/1784EC3F4E496B83EE1FB0B44522F2A7,2,
/19F897014679E473EA200A91697AA733,2,
/6A34FE35423771CD41019E8B25E89553,2,
/BA6DFBC64BA056119273CDA371B44C7A,2,
/078D9C7F49260AEC033F7C8800BA7C52,2 (Master),
/5281D74F4D5C3981BF6A508F9A32463C,2 (Master),
/32B28DB546B0176DC2E68FB8D6489033,2 (Slave),
/C56F9CEB45D16E6B93D4D1979402C6B0,2 (Slave),
/99AD786942A0135FE4EC67886E0CA581,2. strojvedoucí,
/EE3833A744B31E55F4E9498BBD8E10FD,21 C,
/23C6B1264002CFA160DD2E8FDB73CC84,220V Charger,
/BD949B5A40946FBF7F3F05900CA32FEF,23 C,
/31C0877B408342E0770836A1BF7090D6,3,
/3857E3494C1C0B598E91D2A022FFAB08,3,
/389F914E4C22079AE32C80982D975854,3,
/39F68EE742874AF81361E0ACFD35FA00,3. strojvedoucí,
/9A480BC8487BE0E1FF04BDB592157608,30,
/74E56CB44871488D56EB369885BE3198,4,
